Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefoxitin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin/sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin/tazobactam,tetracycline,gentamicin,imipenem,meropenem,amikacin,cefepime,trimethoprim/sulfamethoxazole,ampicillin,amoxicillin/clavulanic acid,ertapenem,chloramphenicol,polymyxin B,cefotaxime,tigecycline,fosfomycin,cephalexin,norfloxacin,ticarcillin/clavulanic acid,trimethoprim,colistin
573.14103,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13088,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,4,32,>16,>2/38,>16,,,,,,,,,,,,
573.13761,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14275,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13558,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,1/19,>16,,,,,,,,,,,,
573.13832,EKP,<=2,64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13556,EKP,>8,,<=4,>16,<=0.5,>16,8,>16/8,>32,<=1,16,>64/4,<=2,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13534,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,4,32/4,>8,<=2,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.13784,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13552,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13244,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13008,EKP,8,>64,>16,,>2,>32,>16,>16/8,>32,>4,>16,32/4,>8,>8,<=0.25,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.13374,EKP,>8,,<=4,>16,>2,>16,16,>16/8,>32,<=1,>16,8/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13955,EKP,>8,,,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,16,,<=0.5/9.5,>16,,,,,,,,,,,,
573.14128,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,4,16,16,>2/38,>16,,,,,,,,,,,,
573.13033,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.1348,EKP,<=2,>64,<=4,>16,<=0.5,>16,8,>16/8,>32,<=1,4,>64/4,>8,<=2,<=1,<=1,<=8,4,<=0.5/9,>16,,,,,,,,,,,,
573.14401,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,16,>16,2/38,>16,,,,,,,,,,,,
573.13738,EKP,>8,>64,<=4,>16,>2,>16,16,>16/8,>32,>4,>16,16/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14251,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,16,>16,>2/38,>16,,,,,,,,,,,,
573.13077,EKP,<=2,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,4,8/4,>8,8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13767,EKP,<=2,64,<=4,>16,2,>16,>16,16/8,32,<=1,>16,8/4,<=2,<=2,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13739,EKP,<=2,>64,<=4,<=4,<=0.5,>16,8,>16/8,<=2,<=1,<=2,>64/4,>8,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13716,EKP,8,64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13852,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.14264,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14265,EKP,>8,,<=4,16,>2,8,<=0.5,>16/8,<=2,>4,<=2,>64/4,<=2,>8,<=1,<=1,32,4,>2/38,>16,,,,,,,,,,,,
573.1441,EKP,8,<=16,<=4,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,4/4,>8,>8,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.14068,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13725,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13344,EKP,<=2,,8,>16,>2,>16,>16,>16/8,>32,2,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14536,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,<=1,<=1,>32,8,<=0.5/9,>16,,,,,,,,,,,,
573.12965,EKP,1,<=16,16,8,<=0.5,16,<=0.5,>16/8,<=0.5,<=1,<=1,4/4,>8,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.13295,EKP,8,,<=4,>16,>2,>16,4,>16/8,>32,4,16,8/4,>8,>8,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.13315,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1354,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13928,EKP,8,,<=4,8,1,>16,16,8/4,<=2,<=1,>16,4/4,<=2,8,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13514,EKP,>8,,<=4,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,32/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1387,EKP,<=2,64,<=4,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,4/4,<=2,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14464,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14228,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,4,32,>16,>2/38,>16,,,,,,,,,,,,
573.13643,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,>16,2/38,>16,,,,,,,,,,,,
573.1371,EKP,<=2,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,<=2/4,8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13669,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,8,64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13592,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,8,>8,8,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.1372,EKP,8,,<=4,>16,>2,>16,16,>16/8,>32,<=1,16,32/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14511,EKP,8,>64,<=4,>16,>2,>16,8,>16/8,>32,>4,8,4/4,>8,<=2,<=1,<=1,<=8,8,<=0.5/9,>16,,,,,,,,,,,,
573.14203,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,16,16/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13222,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,2,4,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13953,EKP,>8,,8,>16,>2,>16,>16,16/8,>32,>4,>16,>64/4,<=2,<=2,<=1,<=1,32,16,<=0.5/9.5,>16,,,,,,,,,,,,
573.13501,EKP,<=2,,>16,>16,1,>16,>16,16/8,16,<=1,>16,16/4,>8,<=2,<=1,<=1,<=8,2,>2/38,>16,,,,,,,,,,,,
573.13506,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14508,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,,1/19,>16,,,,,,,,,,,,
573.13524,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,8,4,16,>16,>2/38,>16,,,,,,,,,,,,
573.13787,EKP,<=2,,8,>16,>2,>16,16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13091,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,4,64/4,<=2,>8,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.14232,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,4,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13195,EKP,<=2,64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,<=1,2/38,>16,,,,,,,,,,,,
573.14256,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,4,2,>32,,<=0.5/9,>16,,,,,,,,,,,,
573.13369,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14312,EKP,>8,,16,>16,>2,16,1,>16/8,<=2,>4,<=2,>64/4,>8,<=2,<=1,<=1,32,16,>2/38,>16,,,,,,,,,,,,
573.14179,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,<=1,8,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13608,EKP,8,,<=4,8,1,>16,16,8/4,<=2,<=1,16,4/4,<=2,8,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13683,EKP,<=2,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14231,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13026,EKP,1,32,<=4,<=4,<=0.5,16,<=0.5,8/4,<=0.5,<=1,<=1,4/4,2,1,2,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.13405,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,4,1/19,>16,,,,,,,,,,,,
573.14425,EKP,>8,>64,8,>16,>2,>16,>16,16/8,16,>4,>16,8/4,4,<=2,<=1,<=1,32,2,>2/38,>16,,,,,,,,,,,,
573.14076,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,>8,32,16,1/19,>16,,,,,,,,,,,,
573.13857,EKP,<=2,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,4,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12967,EKP,1,>64,<=4,<=4,<=0.5,2,<=0.5,8/4,<=0.5,<=1,<=1,4/4,2,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.13642,EKP,<=2,,>16,>16,<=0.5,>16,>16,8/4,>32,<=1,>16,8/4,>8,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13471,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,64/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13434,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13073,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,>16,2/38,>16,,,,,,,,,,,,
573.14215,EKP,<=2,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13353,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,<=1,<=1,16,>16,1/19,>16,,,,,,,,,,,,
573.13486,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,<=1,>16,64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13428,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,>64/4,>8,<=2,<=1,<=1,16,>16,>2/38,>16,,,,,,,,,,,,
573.14142,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,8,>64/4,8,<=2,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.1432,EKP,8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.13396,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,4,>16,32/4,<=2,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14386,EKP,8,>64,16,>16,>2,>16,>16,>16/8,16,>4,>16,64/4,>8,<=2,<=1,<=1,<=8,2,1/19,>16,,,,,,,,,,,,
573.13424,EKP,<=2,64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13557,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,16,<=1,>2/38,>16,,,,,,,,,,,,
573.14346,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13753,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,<=1,2,<=8,4,>2/38,>16,,,,,,,,,,,,
573.12908,EKP,1,32,8,8,<=0.5,2,<=0.5,8/4,<=0.5,<=1,<=1,8/4,2,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.14397,EKP,>8,64,<=4,>16,2,>16,16,>16/8,>32,<=1,>16,8/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13812,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13392,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13236,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,4,<=1,4,32,16,>2/38,>16,,,,,,,,,,,,
573.13714,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,32/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13312,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14268,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13485,EKP,4,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,8,<=1,<=1,<=8,>16,2/38,>16,,,,,,,,,,,,
573.13452,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13478,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,4,>8,>8,>32,8,>2/38,>16,,,,,,,,,,,,
573.12917,EKP,1,>64,<=4,<=4,<=0.5,2,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.1409,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13065,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13996,EKP,>8,<=16,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13989,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13235,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13786,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,<=8,16,1/19,>16,,,,,,,,,,,,
573.13347,EKP,>8,>64,16,>16,>2,>16,>16,>16/8,32,>4,>16,>64/4,4,4,<=1,<=1,32,4,>2/38,>16,,,,,,,,,,,,
573.12883,EKP,1,64,<=4,<=4,<=0.5,2,<=0.5,8/4,<=0.5,<=1,<=1,8/4,<=1,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.14057,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1429,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,16,>2/38,>16,,,,,,,,,,,,
573.12993,EKP,1,64,<=4,<=4,<=0.5,<=1,<=0.5,16/8,<=0.5,<=1,<=1,<=2/4,<=1,1,1,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.13387,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,4,4,32,>16,>2/38,>16,,,,,,,,,,,,
573.13075,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,4,>2/38,>16,,,,,,,,,,,,
573.12896,EKP,8,>64,>16,,>2,>32,>16,16/8,4,>4,16,16/4,>8,8,<=0.25,<=0.125,<=4,1,<=0.5/9.5,>16,,,,,,,,,,,,
573.12911,EKP,8,>64,<=4,,2,>32,16,8/4,2,<=1,8,<=2/4,<=1,8,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.12871,EKP,1,>64,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,2,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.14281,EKP,>8,>64,>16,>16,>2,>16,16,>16/8,>32,>4,>16,>64/4,8,4,8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13782,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,4,>64/4,8,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13001,EKP,>8,,<=4,,>2,>32,>16,>16/8,>32,<=1,>16,32/4,>8,>8,<=0.25,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.13942,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,4,4,32,8,>2/38,>16,,,,,,,,,,,,
573.13922,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,1/19,>16,,,,,,,,,,,,
573.12914,EKP,>8,>64,<=4,,>2,>32,>16,>16/8,>32,<=1,>16,32/4,>8,>8,0.5,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.14479,EKP,8,64,<=4,>16,1,>16,1,>16/8,>32,<=1,<=2,8/4,>8,>8,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13577,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14277,EKP,4,64,<=4,>16,2,>16,8,>16/8,>32,<=1,16,16/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14532,EKP,<=2,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,4,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14325,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,16,<=1,>2/38,>16,,,,,,,,,,,,
573.14127,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13291,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,32,<=1,>2/38,>16,,,,,,,,,,,,
573.13886,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13805,EKP,8,>64,,>16,>2,>16,>16,>16/8,>32,<=1,16,32/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13743,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,32,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13956,EKP,<=2,,,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,4,<=2,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.1355,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14177,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,32,16,>2/38,>16,,,,,,,,,,,,
573.13917,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,<=1,<=1,32,16,>2/38,>16,,,,,,,,,,,,
573.14222,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.12947,EKP,>8,>64,<=4,,>2,>32,>16,>16/8,>32,>4,,>64/4,>8,>8,<=0.25,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.14544,EKP,>8,,<=4,>16,>2,>16,16,>16/8,>32,<=1,>16,64/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13338,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.12869,EKP,>8,>64,<=4,,>2,>32,>16,>16/8,>32,<=1,>16,>64/4,>8,1,<=0.25,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.12919,EKP,2,>64,>16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,>8,>8,0.5,1,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.13511,EKP,<=2,32,<=4,<=4,<=0.5,>16,8,>16/8,<=2,<=1,<=2,>64/4,>8,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13717,EKP,8,>64,<=4,>16,>2,>16,16,>16/8,>32,<=1,>16,16/4,>8,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13404,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14516,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,8,32,16,>2/38,>16,,,,,,,,,,,,
573.13502,EKP,>8,>64,8,>16,>2,>16,>16,16/8,>32,>4,>16,16/4,4,4,<=1,<=1,32,4,>2/38,>16,,,,,,,,,,,,
573.12976,EKP,>8,,8,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,>8,1,<=0.25,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.13978,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,4,32,16,>2/38,>16,,,,,,,,,,,,
573.13469,EKP,<=2,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14444,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,<=1,<=1,32,>16,>2/38,>16,,,,,,,,,,,,
573.14433,EKP,8,64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13646,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14263,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,8,>32,16,>2/38,>16,,,,,,,,,,,,
573.14133,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,2,>2/38,>16,,,,,,,,,,,,
573.13096,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
